empresa;descrição;cidade;protocolo;created_at;Nome do Técnico;status_os;data_encerramento_prot;OLT;Regional;Motivo
FiberTech;Reparo de Fibra;Campinas;20262968540;25/01/2026 02:28:48;Ana Souza;Em deslocamento;26/01/2026 16:28:48;OLT-ZTE-2;Campinas;Reparo de Fibra
Conecta+;Mudança de Endereço;Paulínia;20263330394;03/02/2026 02:16:55;Carlos Santos;Pendente;05/02/2026 01:16:55;OLT-NOKIA-7;Paulínia;Mudança de Endereço
Conecta+;Instalação Nova;Paulínia;20267114266;17/01/2026 16:42:35;Maria Oliveira;Em deslocamento;17/01/2026 20:42:35;OLT-NOKIA-7;Paulínia;Instalação Nova
FiberTech;Mudança de Endereço;Americana;20268682809;05/01/2026 06:48:05;João Silva;Pendente;06/01/2026 23:48:05;OLT-NOKIA-3;Americana;Mudança de Endereço
FiberTech;Reparo de Fibra;Campinas;20267105027;12/02/2026 23:23:28;Ana Souza;Em deslocamento;13/02/2026 16:23:28;OLT-HUAWEI-5;Campinas;Reparo de Fibra
FiberTech;Instalação Nova;Sumaré;20265059613;17/02/2026 17:43:12;João Silva;Aberto;17/02/2026 22:43:12;OLT-ZTE-6;Sumaré;Instalação Nova
Horizon Telecom;Reparo de Fibra;Valinhos;20265754571;09/01/2026 22:00:24;Ana Souza;Em deslocamento;10/01/2026 05:00:24;OLT-HUAWEI-4;Valinhos;Reparo de Fibra
Conecta+;Suporte Wi-Fi;Valinhos;20269689859;05/01/2026 07:59:19;João Silva;Aberto;06/01/2026 14:59:19;OLT-ZTE-5;Valinhos;Suporte Wi-Fi
Conecta+;Troca de Tecnologia;Paulínia;20268539331;12/01/2026 10:58:23;Carlos Santos;Em deslocamento;12/01/2026 15:58:23;OLT-NOKIA-6;Paulínia;Troca de Tecnologia
FiberTech;Suporte Wi-Fi;Valinhos;20266850244;25/01/2026 14:30:23;Maria Oliveira;Pendente;27/01/2026 04:30:23;OLT-NOKIA-10;Valinhos;Suporte Wi-Fi
Conecta+;Mudança de Endereço;Campinas;20261374885;01/01/2026 07:53:45;João Silva;Pendente;02/01/2026 09:53:45;OLT-HUAWEI-3;Campinas;Mudança de Endereço
Conecta+;Reparo de Fibra;Hortolândia;20266979813;07/01/2026 19:14:22;Maria Oliveira;Aberto;09/01/2026 06:14:22;OLT-NOKIA-8;Hortolândia;Reparo de Fibra
Conecta+;Suporte Wi-Fi;Paulínia;20265917369;03/02/2026 20:58:50;Kevyn Ferrezin;Aberto;04/02/2026 09:58:50;OLT-HUAWEI-7;Paulínia;Suporte Wi-Fi
FiberTech;Troca de Tecnologia;Hortolândia;20265500106;11/01/2026 14:07:19;Kevyn Ferrezin;Em deslocamento;11/01/2026 16:07:19;OLT-NOKIA-5;Hortolândia;Troca de Tecnologia
FiberTech;Suporte Wi-Fi;Hortolândia;20264011390;23/01/2026 22:29:48;Ana Souza;Aberto;24/01/2026 23:29:48;OLT-HUAWEI-6;Hortolândia;Suporte Wi-Fi
Horizon Telecom;Mudança de Endereço;Paulínia;20263609653;25/01/2026 08:14:01;João Silva;Aberto;25/01/2026 10:14:01;OLT-HUAWEI-5;Paulínia;Mudança de Endereço
Conecta+;Mudança de Endereço;Americana;20261056876;26/01/2026 02:14:10;Kevyn Ferrezin;Aberto;27/01/2026 04:14:10;OLT-NOKIA-8;Americana;Mudança de Endereço
Horizon Telecom;Reparo de Fibra;Campinas;20266129974;30/01/2026 17:20:54;Carlos Santos;Pendente;01/02/2026 17:20:54;OLT-NOKIA-9;Campinas;Reparo de Fibra
Conecta+;Mudança de Endereço;Sumaré;20269826939;02/01/2026 21:14:47;Maria Oliveira;Aberto;04/01/2026 03:14:47;OLT-NOKIA-6;Sumaré;Mudança de Endereço
Conecta+;Suporte Wi-Fi;Campinas;20266306593;21/01/2026 23:49:32;João Silva;Pendente;22/01/2026 21:49:32;OLT-ZTE-9;Campinas;Suporte Wi-Fi
Conecta+;Mudança de Endereço;Paulínia;20268955052;19/01/2026 04:52:32;Carlos Santos;Em deslocamento;21/01/2026 02:52:32;OLT-NOKIA-8;Paulínia;Mudança de Endereço
Horizon Telecom;Suporte Wi-Fi;Paulínia;20269003053;10/02/2026 02:16:44;Maria Oliveira;Em deslocamento;10/02/2026 22:16:44;OLT-ZTE-3;Paulínia;Suporte Wi-Fi
Horizon Telecom;Instalação Nova;Hortolândia;20269904945;16/01/2026 07:14:42;Kevyn Ferrezin;Pendente;17/01/2026 14:14:42;OLT-NOKIA-10;Hortolândia;Instalação Nova
FiberTech;Reparo de Fibra;Americana;20261462828;15/02/2026 21:12:57;Ana Souza;Aberto;17/02/2026 11:12:57;OLT-NOKIA-3;Americana;Reparo de Fibra
FiberTech;Mudança de Endereço;Campinas;20268048173;22/01/2026 18:25:40;Carlos Santos;Pendente;24/01/2026 02:25:40;OLT-NOKIA-1;Campinas;Mudança de Endereço
Conecta+;Mudança de Endereço;Valinhos;20261524046;07/02/2026 00:41:10;Ana Souza;Aberto;07/02/2026 22:41:10;OLT-ZTE-7;Valinhos;Mudança de Endereço
FiberTech;Reparo de Fibra;Hortolândia;20264500342;08/02/2026 22:21:38;Kevyn Ferrezin;Pendente;09/02/2026 05:21:38;OLT-ZTE-3;Hortolândia;Reparo de Fibra
Conecta+;Suporte Wi-Fi;Americana;20267902013;16/02/2026 09:03:08;Carlos Santos;Em deslocamento;16/02/2026 14:03:08;OLT-HUAWEI-3;Americana;Suporte Wi-Fi
Horizon Telecom;Reparo de Fibra;Valinhos;20268143202;01/02/2026 10:17:50;Ana Souza;Em deslocamento;03/02/2026 01:17:50;OLT-HUAWEI-10;Valinhos;Reparo de Fibra
FiberTech;Instalação Nova;Sumaré;20266165894;05/01/2026 09:32:42;Maria Oliveira;Em deslocamento;05/01/2026 13:32:42;OLT-NOKIA-8;Sumaré;Instalação Nova
FiberTech;Suporte Wi-Fi;Americana;20262192256;02/01/2026 08:22:21;Carlos Santos;Aberto;04/01/2026 03:22:21;OLT-ZTE-6;Americana;Suporte Wi-Fi
FiberTech;Instalação Nova;Sumaré;20267003642;02/02/2026 05:02:54;Kevyn Ferrezin;Pendente;03/02/2026 08:02:54;OLT-ZTE-1;Sumaré;Instalação Nova
FiberTech;Reparo de Fibra;Americana;20267491151;03/01/2026 10:12:04;Ana Souza;Aberto;05/01/2026 08:12:04;OLT-NOKIA-2;Americana;Reparo de Fibra
Horizon Telecom;Mudança de Endereço;Hortolândia;20267825925;12/02/2026 17:59:27;Maria Oliveira;Em deslocamento;14/02/2026 05:59:27;OLT-NOKIA-4;Hortolândia;Mudança de Endereço
FiberTech;Reparo de Fibra;Hortolândia;20267033472;24/01/2026 21:23:35;Kevyn Ferrezin;Em deslocamento;25/01/2026 03:23:35;OLT-ZTE-2;Hortolândia;Reparo de Fibra
FiberTech;Suporte Wi-Fi;Campinas;20265264789;23/01/2026 23:10:06;João Silva;Em deslocamento;24/01/2026 13:10:06;OLT-HUAWEI-10;Campinas;Suporte Wi-Fi
Conecta+;Instalação Nova;Paulínia;20268557957;18/01/2026 00:42:35;Ana Souza;Em deslocamento;18/01/2026 09:42:35;OLT-HUAWEI-6;Paulínia;Instalação Nova
Conecta+;Mudança de Endereço;Paulínia;20263561716;18/02/2026 12:31:25;Maria Oliveira;Em deslocamento;20/02/2026 04:31:25;OLT-HUAWEI-9;Paulínia;Mudança de Endereço
Horizon Telecom;Instalação Nova;Paulínia;20266446361;11/02/2026 02:54:04;Maria Oliveira;Em deslocamento;11/02/2026 22:54:04;OLT-ZTE-8;Paulínia;Instalação Nova
Horizon Telecom;Suporte Wi-Fi;Paulínia;20268155929;18/01/2026 04:21:45;Ana Souza;Pendente;19/01/2026 19:21:45;OLT-ZTE-4;Paulínia;Suporte Wi-Fi
FiberTech;Instalação Nova;Americana;20261464683;10/02/2026 14:50:11;Ana Souza;Aberto;11/02/2026 04:50:11;OLT-NOKIA-5;Americana;Instalação Nova
Horizon Telecom;Troca de Tecnologia;Hortolândia;20262280010;15/02/2026 14:50:13;Maria Oliveira;Pendente;16/02/2026 08:50:13;OLT-HUAWEI-1;Hortolândia;Troca de Tecnologia
FiberTech;Reparo de Fibra;Americana;20262822152;17/01/2026 06:19:42;João Silva;Em deslocamento;18/01/2026 01:19:42;OLT-NOKIA-4;Americana;Reparo de Fibra
FiberTech;Instalação Nova;Sumaré;20263721158;22/01/2026 17:09:05;João Silva;Pendente;23/01/2026 18:09:05;OLT-HUAWEI-6;Sumaré;Instalação Nova
Conecta+;Troca de Tecnologia;Hortolândia;20262312312;26/01/2026 16:33:56;João Silva;Aberto;27/01/2026 10:33:56;OLT-ZTE-9;Hortolândia;Troca de Tecnologia
FiberTech;Mudança de Endereço;Sumaré;20261112754;13/02/2026 17:14:05;Maria Oliveira;Em deslocamento;14/02/2026 04:14:05;OLT-ZTE-6;Sumaré;Mudança de Endereço
FiberTech;Mudança de Endereço;Hortolândia;20263170855;22/01/2026 13:33:16;Kevyn Ferrezin;Em deslocamento;23/01/2026 02:33:16;OLT-ZTE-9;Hortolândia;Mudança de Endereço
FiberTech;Mudança de Endereço;Campinas;20269948293;10/02/2026 04:00:30;Maria Oliveira;Aberto;10/02/2026 18:00:30;OLT-NOKIA-9;Campinas;Mudança de Endereço
FiberTech;Instalação Nova;Paulínia;20266365318;14/01/2026 19:25:54;Carlos Santos;Aberto;15/01/2026 22:25:54;OLT-ZTE-3;Paulínia;Instalação Nova
Conecta+;Mudança de Endereço;Hortolândia;20269177930;02/02/2026 20:19:27;Carlos Santos;Em deslocamento;03/02/2026 21:19:27;OLT-NOKIA-3;Hortolândia;Mudança de Endereço
Horizon Telecom;Reparo de Fibra;Campinas;20266889242;26/01/2026 23:39:15;Carlos Santos;Aberto;28/01/2026 20:39:15;OLT-NOKIA-7;Campinas;Reparo de Fibra
Horizon Telecom;Mudança de Endereço;Sumaré;20268563301;31/01/2026 04:24:39;Carlos Santos;Em deslocamento;01/02/2026 13:24:39;OLT-NOKIA-8;Sumaré;Mudança de Endereço
Conecta+;Suporte Wi-Fi;Americana;20268613084;14/02/2026 22:00:16;João Silva;Em deslocamento;16/02/2026 01:00:16;OLT-ZTE-4;Americana;Suporte Wi-Fi
Conecta+;Suporte Wi-Fi;Valinhos;20267873080;15/01/2026 13:41:37;Ana Souza;Em deslocamento;17/01/2026 05:41:37;OLT-NOKIA-3;Valinhos;Suporte Wi-Fi
Horizon Telecom;Mudança de Endereço;Hortolândia;20263278097;07/01/2026 03:55:21;Kevyn Ferrezin;Em deslocamento;08/01/2026 11:55:21;OLT-ZTE-10;Hortolândia;Mudança de Endereço
FiberTech;Reparo de Fibra;Paulínia;20262049628;19/01/2026 00:53:46;Carlos Santos;Aberto;20/01/2026 06:53:46;OLT-ZTE-9;Paulínia;Reparo de Fibra
Horizon Telecom;Troca de Tecnologia;Paulínia;20267823837;03/02/2026 21:40:21;Maria Oliveira;Aberto;05/02/2026 15:40:21;OLT-HUAWEI-4;Paulínia;Troca de Tecnologia
Conecta+;Suporte Wi-Fi;Valinhos;20269579309;30/01/2026 10:19:35;Kevyn Ferrezin;Aberto;31/01/2026 07:19:35;OLT-HUAWEI-3;Valinhos;Suporte Wi-Fi
FiberTech;Instalação Nova;Paulínia;20266677274;07/02/2026 02:47:18;Maria Oliveira;Aberto;08/02/2026 19:47:18;OLT-ZTE-1;Paulínia;Instalação Nova
FiberTech;Troca de Tecnologia;Americana;20261411630;10/02/2026 18:02:23;Maria Oliveira;Pendente;11/02/2026 15:02:23;OLT-ZTE-10;Americana;Troca de Tecnologia
Conecta+;Troca de Tecnologia;Sumaré;20268425085;18/02/2026 21:06:07;Kevyn Ferrezin;Aberto;20/02/2026 20:06:07;OLT-HUAWEI-10;Sumaré;Troca de Tecnologia
Horizon Telecom;Suporte Wi-Fi;Paulínia;20269822201;20/01/2026 17:03:22;Carlos Santos;Em deslocamento;22/01/2026 06:03:22;OLT-HUAWEI-6;Paulínia;Suporte Wi-Fi
FiberTech;Suporte Wi-Fi;Sumaré;20265328732;18/02/2026 09:53:02;Ana Souza;Pendente;19/02/2026 04:53:02;OLT-ZTE-1;Sumaré;Suporte Wi-Fi
FiberTech;Suporte Wi-Fi;Sumaré;20265163126;07/02/2026 17:35:29;Maria Oliveira;Em deslocamento;08/02/2026 21:35:29;OLT-ZTE-2;Sumaré;Suporte Wi-Fi
Conecta+;Mudança de Endereço;Americana;20263081162;17/01/2026 16:10:49;Carlos Santos;Aberto;18/01/2026 17:10:49;OLT-NOKIA-3;Americana;Mudança de Endereço
Conecta+;Mudança de Endereço;Americana;20263793044;14/02/2026 23:56:04;Ana Souza;Em deslocamento;15/02/2026 02:56:04;OLT-NOKIA-10;Americana;Mudança de Endereço
Conecta+;Suporte Wi-Fi;Americana;20263707797;23/01/2026 08:48:36;Carlos Santos;Em deslocamento;24/01/2026 00:48:36;OLT-HUAWEI-9;Americana;Suporte Wi-Fi
Horizon Telecom;Troca de Tecnologia;Sumaré;20268355874;05/01/2026 07:40:16;João Silva;Pendente;05/01/2026 23:40:16;OLT-NOKIA-9;Sumaré;Troca de Tecnologia
Conecta+;Instalação Nova;Hortolândia;20261335632;31/01/2026 01:07:48;Ana Souza;Pendente;01/02/2026 12:07:48;OLT-ZTE-7;Hortolândia;Instalação Nova
FiberTech;Suporte Wi-Fi;Valinhos;20266784157;19/01/2026 04:06:04;Maria Oliveira;Pendente;20/01/2026 15:06:04;OLT-NOKIA-8;Valinhos;Suporte Wi-Fi
Horizon Telecom;Instalação Nova;Sumaré;20263735637;18/01/2026 01:40:28;Carlos Santos;Pendente;19/01/2026 14:40:28;OLT-HUAWEI-5;Sumaré;Instalação Nova
Conecta+;Mudança de Endereço;Valinhos;20268979135;14/02/2026 19:23:07;Maria Oliveira;Aberto;16/02/2026 13:23:07;OLT-HUAWEI-6;Valinhos;Mudança de Endereço
Horizon Telecom;Mudança de Endereço;Hortolândia;20266732376;15/01/2026 05:05:27;João Silva;Pendente;15/01/2026 22:05:27;OLT-NOKIA-1;Hortolândia;Mudança de Endereço
Conecta+;Instalação Nova;Campinas;20265310840;18/01/2026 03:30:41;Maria Oliveira;Pendente;18/01/2026 20:30:41;OLT-NOKIA-10;Campinas;Instalação Nova
FiberTech;Instalação Nova;Paulínia;20266837764;18/02/2026 08:16:09;Ana Souza;Pendente;18/02/2026 19:16:09;OLT-HUAWEI-10;Paulínia;Instalação Nova
Conecta+;Mudança de Endereço;Paulínia;20261384536;09/02/2026 20:50:53;Ana Souza;Aberto;10/02/2026 18:50:53;OLT-ZTE-9;Paulínia;Mudança de Endereço
Conecta+;Reparo de Fibra;Paulínia;20266212230;17/02/2026 17:11:51;Ana Souza;Pendente;18/02/2026 06:11:51;OLT-ZTE-4;Paulínia;Reparo de Fibra
Horizon Telecom;Suporte Wi-Fi;Hortolândia;20263242869;27/01/2026 20:03:07;Maria Oliveira;Em deslocamento;29/01/2026 20:03:07;OLT-ZTE-2;Hortolândia;Suporte Wi-Fi
FiberTech;Troca de Tecnologia;Sumaré;20266240640;14/01/2026 04:26:13;João Silva;Aberto;14/01/2026 18:26:13;OLT-HUAWEI-10;Sumaré;Troca de Tecnologia
Conecta+;Reparo de Fibra;Americana;20266022063;15/01/2026 21:29:39;Kevyn Ferrezin;Pendente;16/01/2026 04:29:39;OLT-NOKIA-9;Americana;Reparo de Fibra
Conecta+;Instalação Nova;Sumaré;20266140015;09/02/2026 03:09:08;Kevyn Ferrezin;Pendente;09/02/2026 13:09:08;OLT-HUAWEI-6;Sumaré;Instalação Nova
Horizon Telecom;Suporte Wi-Fi;Hortolândia;20269181725;01/02/2026 19:51:11;João Silva;Em deslocamento;02/02/2026 14:51:11;OLT-HUAWEI-10;Hortolândia;Suporte Wi-Fi
Horizon Telecom;Suporte Wi-Fi;Campinas;20266888704;03/02/2026 18:09:31;Carlos Santos;Pendente;04/02/2026 02:09:31;OLT-HUAWEI-3;Campinas;Suporte Wi-Fi
FiberTech;Suporte Wi-Fi;Valinhos;20266987810;11/01/2026 09:03:32;Carlos Santos;Pendente;11/01/2026 17:03:32;OLT-NOKIA-7;Valinhos;Suporte Wi-Fi
FiberTech;Suporte Wi-Fi;Sumaré;20263627856;12/02/2026 07:26:56;Carlos Santos;Pendente;14/02/2026 03:26:56;OLT-NOKIA-3;Sumaré;Suporte Wi-Fi
Horizon Telecom;Troca de Tecnologia;Hortolândia;20264093335;25/01/2026 04:09:49;João Silva;Aberto;26/01/2026 04:09:49;OLT-HUAWEI-7;Hortolândia;Troca de Tecnologia
FiberTech;Suporte Wi-Fi;Hortolândia;20261268070;14/02/2026 07:36:49;Maria Oliveira;Em deslocamento;15/02/2026 02:36:49;OLT-HUAWEI-9;Hortolândia;Suporte Wi-Fi
Horizon Telecom;Reparo de Fibra;Valinhos;20263453172;14/02/2026 22:32:14;Maria Oliveira;Pendente;15/02/2026 03:32:14;OLT-ZTE-1;Valinhos;Reparo de Fibra
Horizon Telecom;Troca de Tecnologia;Paulínia;20265803077;04/02/2026 13:41:11;Maria Oliveira;Em deslocamento;05/02/2026 15:41:11;OLT-NOKIA-1;Paulínia;Troca de Tecnologia
Horizon Telecom;Troca de Tecnologia;Sumaré;20266504137;17/01/2026 00:35:54;João Silva;Pendente;17/01/2026 07:35:54;OLT-ZTE-2;Sumaré;Troca de Tecnologia
Conecta+;Suporte Wi-Fi;Americana;20269929600;21/01/2026 02:13:57;Maria Oliveira;Pendente;21/01/2026 10:13:57;OLT-HUAWEI-3;Americana;Suporte Wi-Fi
FiberTech;Mudança de Endereço;Valinhos;20266388364;14/01/2026 22:49:16;João Silva;Em deslocamento;16/01/2026 04:49:16;OLT-ZTE-1;Valinhos;Mudança de Endereço
Horizon Telecom;Suporte Wi-Fi;Americana;20263123566;12/01/2026 13:41:03;João Silva;Pendente;12/01/2026 20:41:03;OLT-NOKIA-5;Americana;Suporte Wi-Fi
Conecta+;Reparo de Fibra;Hortolândia;20264459439;26/01/2026 12:32:06;Carlos Santos;Pendente;26/01/2026 14:32:06;OLT-ZTE-5;Hortolândia;Reparo de Fibra
Horizon Telecom;Reparo de Fibra;Valinhos;20267305734;08/01/2026 10:04:02;Carlos Santos;Pendente;09/01/2026 15:04:02;OLT-HUAWEI-5;Valinhos;Reparo de Fibra
FiberTech;Suporte Wi-Fi;Campinas;20261555809;10/01/2026 12:07:20;Kevyn Ferrezin;Aberto;12/01/2026 10:07:20;OLT-HUAWEI-9;Campinas;Suporte Wi-Fi
FiberTech;Suporte Wi-Fi;Valinhos;20263887244;30/01/2026 13:14:09;Carlos Santos;Pendente;01/02/2026 08:14:09;OLT-HUAWEI-10;Valinhos;Suporte Wi-Fi
FiberTech;Troca de Tecnologia;Campinas;20263001166;14/01/2026 00:49:16;Ana Souza;Pendente;15/01/2026 09:49:16;OLT-HUAWEI-4;Campinas;Troca de Tecnologia
FiberTech;Reparo de Fibra;Americana;20265925484;11/02/2026 03:34:46;Kevyn Ferrezin;Pendente;12/02/2026 13:34:46;OLT-HUAWEI-5;Americana;Reparo de Fibra
Conecta+;Troca de Tecnologia;Paulínia;20261156125;18/02/2026 15:39:04;João Silva;Aberto;20/02/2026 12:39:04;OLT-NOKIA-4;Paulínia;Troca de Tecnologia
Conecta+;Suporte Wi-Fi;Campinas;20261812385;16/02/2026 15:45:32;João Silva;Pendente;18/02/2026 03:45:32;OLT-HUAWEI-9;Campinas;Suporte Wi-Fi
Horizon Telecom;Troca de Tecnologia;Sumaré;20264507190;15/01/2026 10:57:08;João Silva;Aberto;16/01/2026 12:57:08;OLT-NOKIA-8;Sumaré;Troca de Tecnologia
Conecta+;Instalação Nova;Americana;20261783142;18/01/2026 15:10:46;Ana Souza;Pendente;19/01/2026 05:10:46;OLT-NOKIA-6;Americana;Instalação Nova
FiberTech;Mudança de Endereço;Paulínia;20266492429;05/02/2026 15:51:59;Kevyn Ferrezin;Aberto;07/02/2026 01:51:59;OLT-ZTE-4;Paulínia;Mudança de Endereço
Horizon Telecom;Reparo de Fibra;Hortolândia;20264489550;19/01/2026 00:11:12;Maria Oliveira;Em deslocamento;20/01/2026 21:11:12;OLT-ZTE-4;Hortolândia;Reparo de Fibra
FiberTech;Mudança de Endereço;Valinhos;20264908629;13/01/2026 06:46:23;João Silva;Aberto;15/01/2026 02:46:23;OLT-ZTE-6;Valinhos;Mudança de Endereço
Horizon Telecom;Troca de Tecnologia;Valinhos;20261624088;14/02/2026 09:34:41;Carlos Santos;Pendente;15/02/2026 18:34:41;OLT-NOKIA-7;Valinhos;Troca de Tecnologia
Conecta+;Instalação Nova;Americana;20268093824;26/01/2026 07:46:53;João Silva;Em deslocamento;26/01/2026 12:46:53;OLT-ZTE-4;Americana;Instalação Nova
FiberTech;Mudança de Endereço;Americana;20264000848;05/02/2026 13:12:10;Kevyn Ferrezin;Em deslocamento;07/02/2026 00:12:10;OLT-ZTE-8;Americana;Mudança de Endereço
Conecta+;Troca de Tecnologia;Campinas;20264923188;08/02/2026 21:40:51;João Silva;Pendente;10/02/2026 07:40:51;OLT-HUAWEI-8;Campinas;Troca de Tecnologia
Conecta+;Mudança de Endereço;Campinas;20262551260;11/02/2026 23:51:20;Ana Souza;Pendente;12/02/2026 09:51:20;OLT-ZTE-9;Campinas;Mudança de Endereço
FiberTech;Instalação Nova;Sumaré;20267175021;15/01/2026 17:33:13;Ana Souza;Pendente;17/01/2026 07:33:13;OLT-HUAWEI-3;Sumaré;Instalação Nova
FiberTech;Reparo de Fibra;Americana;20261455151;14/02/2026 22:34:01;Carlos Santos;Aberto;16/02/2026 22:34:01;OLT-ZTE-2;Americana;Reparo de Fibra
FiberTech;Instalação Nova;Sumaré;20268991387;09/01/2026 06:27:58;Kevyn Ferrezin;Em deslocamento;09/01/2026 18:27:58;OLT-ZTE-5;Sumaré;Instalação Nova
Horizon Telecom;Mudança de Endereço;Americana;20262039295;15/02/2026 04:15:54;Maria Oliveira;Aberto;16/02/2026 20:15:54;OLT-NOKIA-2;Americana;Mudança de Endereço
Conecta+;Suporte Wi-Fi;Paulínia;20267157651;14/02/2026 02:36:53;Ana Souza;Em deslocamento;15/02/2026 08:36:53;OLT-NOKIA-1;Paulínia;Suporte Wi-Fi
Horizon Telecom;Suporte Wi-Fi;Paulínia;20269555288;07/01/2026 14:31:43;Maria Oliveira;Aberto;08/01/2026 06:31:43;OLT-NOKIA-2;Paulínia;Suporte Wi-Fi
FiberTech;Instalação Nova;Valinhos;20262355989;18/02/2026 04:58:34;João Silva;Aberto;20/02/2026 03:58:34;OLT-HUAWEI-9;Valinhos;Instalação Nova
Conecta+;Instalação Nova;Sumaré;20261175181;02/01/2026 08:49:52;Maria Oliveira;Em deslocamento;03/01/2026 18:49:52;OLT-NOKIA-1;Sumaré;Instalação Nova
Horizon Telecom;Troca de Tecnologia;Paulínia;20265539020;27/01/2026 05:46:49;Carlos Santos;Aberto;27/01/2026 09:46:49;OLT-ZTE-4;Paulínia;Troca de Tecnologia
Horizon Telecom;Suporte Wi-Fi;Valinhos;20269042848;13/02/2026 12:01:53;Maria Oliveira;Em deslocamento;14/02/2026 06:01:53;OLT-HUAWEI-9;Valinhos;Suporte Wi-Fi
Conecta+;Instalação Nova;Campinas;20269603076;11/01/2026 23:02:30;João Silva;Em deslocamento;13/01/2026 06:02:30;OLT-ZTE-3;Campinas;Instalação Nova
FiberTech;Reparo de Fibra;Hortolândia;20269727539;06/01/2026 11:40:38;Carlos Santos;Pendente;07/01/2026 14:40:38;OLT-NOKIA-8;Hortolândia;Reparo de Fibra
Conecta+;Troca de Tecnologia;Americana;20265468911;02/01/2026 12:42:36;Carlos Santos;Aberto;03/01/2026 19:42:36;OLT-NOKIA-4;Americana;Troca de Tecnologia
FiberTech;Suporte Wi-Fi;Campinas;20261974629;27/01/2026 15:07:38;Maria Oliveira;Em deslocamento;29/01/2026 03:07:38;OLT-NOKIA-8;Campinas;Suporte Wi-Fi
FiberTech;Reparo de Fibra;Sumaré;20265476330;08/01/2026 03:59:04;Ana Souza;Aberto;09/01/2026 04:59:04;OLT-NOKIA-2;Sumaré;Reparo de Fibra
Horizon Telecom;Troca de Tecnologia;Paulínia;20267757483;02/01/2026 01:01:08;Carlos Santos;Em deslocamento;02/01/2026 09:01:08;OLT-ZTE-5;Paulínia;Troca de Tecnologia
FiberTech;Reparo de Fibra;Valinhos;20266760692;10/02/2026 23:50:41;Kevyn Ferrezin;Em deslocamento;11/02/2026 12:50:41;OLT-HUAWEI-4;Valinhos;Reparo de Fibra
Horizon Telecom;Suporte Wi-Fi;Campinas;20263090855;26/01/2026 11:09:40;Carlos Santos;Em deslocamento;27/01/2026 23:09:40;OLT-HUAWEI-4;Campinas;Suporte Wi-Fi
Horizon Telecom;Reparo de Fibra;Valinhos;20262300783;23/01/2026 00:04:17;Ana Souza;Pendente;23/01/2026 10:04:17;OLT-NOKIA-1;Valinhos;Reparo de Fibra
FiberTech;Troca de Tecnologia;Hortolândia;20262182296;06/01/2026 04:31:26;Kevyn Ferrezin;Pendente;06/01/2026 08:31:26;OLT-HUAWEI-4;Hortolândia;Troca de Tecnologia
Horizon Telecom;Reparo de Fibra;Americana;20267049691;28/01/2026 14:38:39;Maria Oliveira;Pendente;30/01/2026 02:38:39;OLT-NOKIA-10;Americana;Reparo de Fibra
Conecta+;Reparo de Fibra;Paulínia;20268068740;23/01/2026 00:56:56;Maria Oliveira;Pendente;24/01/2026 17:56:56;OLT-NOKIA-7;Paulínia;Reparo de Fibra
Conecta+;Reparo de Fibra;Sumaré;20262111237;05/01/2026 04:42:24;Kevyn Ferrezin;Em deslocamento;05/01/2026 20:42:24;OLT-NOKIA-8;Sumaré;Reparo de Fibra
Conecta+;Troca de Tecnologia;Hortolândia;20266481525;17/02/2026 18:38:00;Ana Souza;Pendente;18/02/2026 22:38:00;OLT-HUAWEI-9;Hortolândia;Troca de Tecnologia
FiberTech;Reparo de Fibra;Valinhos;20262058395;15/01/2026 02:46:24;Maria Oliveira;Pendente;16/01/2026 20:46:24;OLT-HUAWEI-7;Valinhos;Reparo de Fibra
FiberTech;Troca de Tecnologia;Valinhos;20267870455;26/01/2026 20:41:23;Kevyn Ferrezin;Pendente;27/01/2026 12:41:23;OLT-HUAWEI-7;Valinhos;Troca de Tecnologia
FiberTech;Troca de Tecnologia;Paulínia;20267678391;23/01/2026 08:17:09;Ana Souza;Em deslocamento;25/01/2026 04:17:09;OLT-HUAWEI-10;Paulínia;Troca de Tecnologia
Horizon Telecom;Instalação Nova;Paulínia;20265115089;10/02/2026 09:36:02;Ana Souza;Pendente;11/02/2026 00:36:02;OLT-ZTE-7;Paulínia;Instalação Nova
Horizon Telecom;Suporte Wi-Fi;Americana;20268520628;19/01/2026 07:49:08;João Silva;Em deslocamento;20/01/2026 09:49:08;OLT-NOKIA-1;Americana;Suporte Wi-Fi
FiberTech;Mudança de Endereço;Paulínia;20261365166;10/02/2026 12:47:06;João Silva;Aberto;12/02/2026 04:47:06;OLT-ZTE-5;Paulínia;Mudança de Endereço
Conecta+;Troca de Tecnologia;Americana;20263827425;16/01/2026 06:27:31;Maria Oliveira;Pendente;16/01/2026 21:27:31;OLT-NOKIA-8;Americana;Troca de Tecnologia
FiberTech;Reparo de Fibra;Hortolândia;20262008302;27/01/2026 10:36:07;Ana Souza;Em deslocamento;27/01/2026 19:36:07;OLT-NOKIA-6;Hortolândia;Reparo de Fibra
FiberTech;Troca de Tecnologia;Campinas;20263405456;25/01/2026 22:07:23;João Silva;Aberto;27/01/2026 00:07:23;OLT-ZTE-2;Campinas;Troca de Tecnologia
Conecta+;Mudança de Endereço;Sumaré;20263020535;15/01/2026 02:41:49;Kevyn Ferrezin;Pendente;16/01/2026 02:41:49;OLT-NOKIA-3;Sumaré;Mudança de Endereço
