empresa;descrição;cidade;protocolo;created_at;status_os;data_encerramento_prot;OLT;Regional;Motivo;Motivo do Cancelamento;Setor que cancelou
FiberTech;Mudança de Endereço;Campinas;20264289381;15/02/2026 16:11:07;Cancelado;18/02/2026 19:11:07;OLT-NOKIA-8;Campinas;Mudança de Endereço;Troca por Concorrente;Financeiro
Horizon Telecom;Reparo de Fibra;Paulínia;20261230269;16/01/2026 14:05:00;Cancelado;21/01/2026 15:05:00;OLT-NOKIA-9;Paulínia;Reparo de Fibra;Troca por Concorrente;Financeiro
Conecta+;Mudança de Endereço;Paulínia;20262928740;29/12/2025 16:16:11;Cancelado;02/01/2026 22:16:11;OLT-NOKIA-3;Paulínia;Mudança de Endereço;Problemas Técnicos;Telemarketing
Conecta+;Troca de Tecnologia;Campinas;20263722084;02/02/2026 05:30:06;Cancelado;08/02/2026 05:30:06;OLT-HUAWEI-2;Campinas;Troca de Tecnologia;Problemas Técnicos;Retenção
Horizon Telecom;Troca de Tecnologia;Paulínia;20264676670;02/01/2026 02:43:07;Cancelado;03/01/2026 13:43:07;OLT-NOKIA-5;Paulínia;Troca de Tecnologia;Mudança de Cidade;Financeiro
FiberTech;Mudança de Endereço;Americana;20263964525;13/02/2026 08:20:38;Cancelado;18/02/2026 19:20:38;OLT-HUAWEI-5;Americana;Mudança de Endereço;Mudança de Cidade;Retenção
Conecta+;Reparo de Fibra;Campinas;20266558169;28/12/2025 19:26:41;Cancelado;04/01/2026 03:26:41;OLT-HUAWEI-8;Campinas;Reparo de Fibra;Preço Elevado;Financeiro
Conecta+;Troca de Tecnologia;Sumaré;20265210066;20/01/2026 12:43:43;Cancelado;23/01/2026 13:43:43;OLT-ZTE-7;Sumaré;Troca de Tecnologia;Troca por Concorrente;Retenção
Conecta+;Mudança de Endereço;Campinas;20262936719;08/02/2026 18:16:21;Cancelado;14/02/2026 18:16:21;OLT-HUAWEI-5;Campinas;Mudança de Endereço;Mudança de Cidade;Comercial
FiberTech;Troca de Tecnologia;Campinas;20266595919;29/12/2025 04:12:28;Cancelado;05/01/2026 13:12:28;OLT-NOKIA-4;Campinas;Troca de Tecnologia;Preço Elevado;Retenção
Horizon Telecom;Suporte Wi-Fi;Campinas;20269186306;06/02/2026 12:55:53;Cancelado;10/02/2026 20:55:53;OLT-NOKIA-1;Campinas;Suporte Wi-Fi;Problemas Técnicos;Comercial
Conecta+;Instalação Nova;Americana;20264498295;22/01/2026 14:10:53;Cancelado;29/01/2026 18:10:53;OLT-NOKIA-10;Americana;Instalação Nova;Troca por Concorrente;Comercial
Horizon Telecom;Mudança de Endereço;Sumaré;20267917588;14/01/2026 21:19:23;Cancelado;15/01/2026 01:19:23;OLT-HUAWEI-8;Sumaré;Mudança de Endereço;Mudança de Cidade;Comercial
Horizon Telecom;Reparo de Fibra;Campinas;20268524833;09/01/2026 14:27:47;Cancelado;12/01/2026 20:27:47;OLT-HUAWEI-2;Campinas;Reparo de Fibra;Mudança de Cidade;Comercial
Conecta+;Reparo de Fibra;Americana;20264338071;10/01/2026 21:38:24;Cancelado;16/01/2026 00:38:24;OLT-NOKIA-6;Americana;Reparo de Fibra;Problemas Técnicos;Comercial
Horizon Telecom;Suporte Wi-Fi;Campinas;20266254829;07/02/2026 02:20:41;Cancelado;12/02/2026 10:20:41;OLT-NOKIA-8;Campinas;Suporte Wi-Fi;Troca por Concorrente;Retenção
FiberTech;Suporte Wi-Fi;Hortolândia;20264042939;10/01/2026 02:24:52;Cancelado;11/01/2026 14:24:52;OLT-HUAWEI-5;Hortolândia;Suporte Wi-Fi;Mudança de Cidade;Retenção
Horizon Telecom;Reparo de Fibra;Valinhos;20267313789;02/02/2026 23:41:28;Cancelado;04/02/2026 06:41:28;OLT-NOKIA-8;Valinhos;Reparo de Fibra;Preço Elevado;Financeiro
Conecta+;Reparo de Fibra;Campinas;20263494374;12/02/2026 03:15:45;Cancelado;16/02/2026 03:15:45;OLT-NOKIA-1;Campinas;Reparo de Fibra;Troca por Concorrente;Financeiro
FiberTech;Reparo de Fibra;Campinas;20266789322;19/01/2026 23:53:49;Cancelado;20/01/2026 10:53:49;OLT-HUAWEI-7;Campinas;Reparo de Fibra;Mudança de Cidade;Comercial
Conecta+;Reparo de Fibra;Campinas;20262730212;01/02/2026 13:09:58;Cancelado;01/02/2026 22:09:58;OLT-NOKIA-10;Campinas;Reparo de Fibra;Mudança de Cidade;Telemarketing
Horizon Telecom;Reparo de Fibra;Campinas;20263216347;06/01/2026 03:57:33;Cancelado;13/01/2026 11:57:33;OLT-ZTE-7;Campinas;Reparo de Fibra;Troca por Concorrente;Retenção
Horizon Telecom;Reparo de Fibra;Americana;20262512581;31/01/2026 14:02:49;Cancelado;31/01/2026 19:02:49;OLT-ZTE-6;Americana;Reparo de Fibra;Mudança de Cidade;Comercial
Horizon Telecom;Reparo de Fibra;Valinhos;20262214198;16/01/2026 15:36:44;Cancelado;21/01/2026 18:36:44;OLT-NOKIA-1;Valinhos;Reparo de Fibra;Mudança de Cidade;Financeiro
FiberTech;Suporte Wi-Fi;Americana;20269447037;07/02/2026 22:16:50;Cancelado;14/02/2026 06:16:50;OLT-HUAWEI-4;Americana;Suporte Wi-Fi;Mudança de Cidade;Retenção
FiberTech;Mudança de Endereço;Campinas;20261675607;30/12/2025 12:32:15;Cancelado;02/01/2026 16:32:15;OLT-HUAWEI-5;Campinas;Mudança de Endereço;Troca por Concorrente;Retenção
Conecta+;Reparo de Fibra;Campinas;20269764935;05/01/2026 14:28:31;Cancelado;11/01/2026 16:28:31;OLT-ZTE-9;Campinas;Reparo de Fibra;Troca por Concorrente;Retenção
Horizon Telecom;Troca de Tecnologia;Hortolândia;20264656204;10/02/2026 07:04:39;Cancelado;11/02/2026 12:04:39;OLT-NOKIA-7;Hortolândia;Troca de Tecnologia;Troca por Concorrente;Retenção
FiberTech;Reparo de Fibra;Campinas;20266586829;29/12/2025 11:30:04;Cancelado;04/01/2026 20:30:04;OLT-HUAWEI-7;Campinas;Reparo de Fibra;Preço Elevado;Comercial
Conecta+;Mudança de Endereço;Sumaré;20263833314;02/01/2026 16:35:57;Cancelado;06/01/2026 23:35:57;OLT-NOKIA-3;Sumaré;Mudança de Endereço;Troca por Concorrente;Comercial
Horizon Telecom;Reparo de Fibra;Campinas;20268068087;13/02/2026 19:21:32;Cancelado;14/02/2026 19:21:32;OLT-HUAWEI-8;Campinas;Reparo de Fibra;Preço Elevado;Retenção
FiberTech;Instalação Nova;Campinas;20268583884;03/02/2026 15:47:10;Cancelado;07/02/2026 22:47:10;OLT-ZTE-2;Campinas;Instalação Nova;Troca por Concorrente;Retenção
FiberTech;Instalação Nova;Hortolândia;20267885396;30/12/2025 17:50:47;Cancelado;03/01/2026 00:50:47;OLT-ZTE-9;Hortolândia;Instalação Nova;Problemas Técnicos;Telemarketing
Conecta+;Suporte Wi-Fi;Paulínia;20267303487;11/02/2026 17:35:38;Cancelado;14/02/2026 00:35:38;OLT-ZTE-8;Paulínia;Suporte Wi-Fi;Troca por Concorrente;Telemarketing
FiberTech;Instalação Nova;Campinas;20266315324;05/01/2026 08:29:36;Cancelado;06/01/2026 17:29:36;OLT-HUAWEI-8;Campinas;Instalação Nova;Troca por Concorrente;Comercial
FiberTech;Troca de Tecnologia;Paulínia;20265703289;15/01/2026 17:22:51;Cancelado;19/01/2026 05:22:51;OLT-ZTE-7;Paulínia;Troca de Tecnologia;Mudança de Cidade;Financeiro
Conecta+;Instalação Nova;Sumaré;20261545789;15/02/2026 09:18:15;Cancelado;16/02/2026 17:18:15;OLT-NOKIA-10;Sumaré;Instalação Nova;Problemas Técnicos;Comercial
FiberTech;Troca de Tecnologia;Valinhos;20267971103;11/02/2026 19:09:10;Cancelado;15/02/2026 02:09:10;OLT-HUAWEI-1;Valinhos;Troca de Tecnologia;Problemas Técnicos;Comercial
FiberTech;Suporte Wi-Fi;Valinhos;20268844108;07/01/2026 16:03:50;Cancelado;15/01/2026 02:03:50;OLT-NOKIA-3;Valinhos;Suporte Wi-Fi;Troca por Concorrente;Retenção
FiberTech;Troca de Tecnologia;Americana;20263311425;20/01/2026 11:25:26;Cancelado;23/01/2026 13:25:26;OLT-NOKIA-10;Americana;Troca de Tecnologia;Preço Elevado;Financeiro
Horizon Telecom;Troca de Tecnologia;Paulínia;20267342744;01/02/2026 03:23:45;Cancelado;05/02/2026 04:23:45;OLT-NOKIA-1;Paulínia;Troca de Tecnologia;Preço Elevado;Telemarketing
Horizon Telecom;Reparo de Fibra;Campinas;20264820406;07/01/2026 02:34:09;Cancelado;08/01/2026 07:34:09;OLT-NOKIA-1;Campinas;Reparo de Fibra;Preço Elevado;Retenção
Conecta+;Reparo de Fibra;Paulínia;20268041269;09/02/2026 06:31:23;Cancelado;16/02/2026 10:31:23;OLT-HUAWEI-6;Paulínia;Reparo de Fibra;Troca por Concorrente;Comercial
Conecta+;Reparo de Fibra;Sumaré;20266764473;04/02/2026 04:40:08;Cancelado;08/02/2026 06:40:08;OLT-HUAWEI-4;Sumaré;Reparo de Fibra;Troca por Concorrente;Retenção
FiberTech;Instalação Nova;Hortolândia;20264469989;26/12/2025 21:12:44;Cancelado;02/01/2026 00:12:44;OLT-HUAWEI-6;Hortolândia;Instalação Nova;Preço Elevado;Telemarketing
FiberTech;Troca de Tecnologia;Americana;20264568970;25/01/2026 07:30:33;Cancelado;29/01/2026 14:30:33;OLT-NOKIA-9;Americana;Troca de Tecnologia;Mudança de Cidade;Telemarketing
Horizon Telecom;Troca de Tecnologia;Campinas;20264067637;08/02/2026 17:54:53;Cancelado;09/02/2026 18:54:53;OLT-NOKIA-3;Campinas;Troca de Tecnologia;Problemas Técnicos;Financeiro
Conecta+;Instalação Nova;Campinas;20264672248;30/12/2025 17:45:36;Cancelado;05/01/2026 17:45:36;OLT-HUAWEI-7;Campinas;Instalação Nova;Preço Elevado;Telemarketing
Horizon Telecom;Troca de Tecnologia;Sumaré;20268278290;01/02/2026 13:16:38;Cancelado;04/02/2026 23:16:38;OLT-HUAWEI-9;Sumaré;Troca de Tecnologia;Troca por Concorrente;Telemarketing
Horizon Telecom;Instalação Nova;Valinhos;20265196517;14/01/2026 19:39:02;Cancelado;21/01/2026 04:39:02;OLT-HUAWEI-6;Valinhos;Instalação Nova;Problemas Técnicos;Telemarketing
FiberTech;Troca de Tecnologia;Americana;20264153642;29/12/2025 01:25:54;Cancelado;05/01/2026 13:25:54;OLT-ZTE-9;Americana;Troca de Tecnologia;Preço Elevado;Retenção
Horizon Telecom;Troca de Tecnologia;Hortolândia;20265029809;10/02/2026 02:40:31;Cancelado;15/02/2026 11:40:31;OLT-ZTE-3;Hortolândia;Troca de Tecnologia;Preço Elevado;Retenção
Conecta+;Mudança de Endereço;Valinhos;20268449078;02/01/2026 07:18:54;Cancelado;05/01/2026 11:18:54;OLT-NOKIA-10;Valinhos;Mudança de Endereço;Problemas Técnicos;Comercial
Conecta+;Mudança de Endereço;Campinas;20268944088;28/01/2026 03:59:48;Cancelado;29/01/2026 11:59:48;OLT-HUAWEI-10;Campinas;Mudança de Endereço;Preço Elevado;Financeiro
Horizon Telecom;Reparo de Fibra;Sumaré;20264444553;02/02/2026 23:30:57;Cancelado;05/02/2026 01:30:57;OLT-HUAWEI-7;Sumaré;Reparo de Fibra;Troca por Concorrente;Comercial
Horizon Telecom;Troca de Tecnologia;Valinhos;20261468725;30/01/2026 06:58:48;Cancelado;05/02/2026 14:58:48;OLT-HUAWEI-4;Valinhos;Troca de Tecnologia;Problemas Técnicos;Telemarketing
Horizon Telecom;Suporte Wi-Fi;Sumaré;20263791784;14/01/2026 05:51:51;Cancelado;17/01/2026 12:51:51;OLT-NOKIA-3;Sumaré;Suporte Wi-Fi;Problemas Técnicos;Comercial
FiberTech;Instalação Nova;Sumaré;20268181559;03/02/2026 01:00:13;Cancelado;07/02/2026 08:00:13;OLT-ZTE-10;Sumaré;Instalação Nova;Troca por Concorrente;Telemarketing
FiberTech;Suporte Wi-Fi;Campinas;20263932266;30/12/2025 11:56:46;Cancelado;03/01/2026 14:56:46;OLT-ZTE-6;Campinas;Suporte Wi-Fi;Problemas Técnicos;Retenção
FiberTech;Suporte Wi-Fi;Paulínia;20268817501;02/01/2026 18:48:04;Cancelado;03/01/2026 00:48:04;OLT-NOKIA-8;Paulínia;Suporte Wi-Fi;Mudança de Cidade;Comercial
Conecta+;Reparo de Fibra;Valinhos;20264894018;09/02/2026 22:19:13;Cancelado;13/02/2026 08:19:13;OLT-HUAWEI-5;Valinhos;Reparo de Fibra;Troca por Concorrente;Telemarketing
Conecta+;Mudança de Endereço;Americana;20264934119;10/02/2026 00:48:16;Cancelado;17/02/2026 10:48:16;OLT-NOKIA-3;Americana;Mudança de Endereço;Mudança de Cidade;Financeiro
Conecta+;Troca de Tecnologia;Hortolândia;20269193321;19/01/2026 07:20:20;Cancelado;21/01/2026 08:20:20;OLT-HUAWEI-3;Hortolândia;Troca de Tecnologia;Mudança de Cidade;Financeiro
FiberTech;Mudança de Endereço;Paulínia;20267188074;23/01/2026 05:17:52;Cancelado;28/01/2026 13:17:52;OLT-HUAWEI-5;Paulínia;Mudança de Endereço;Mudança de Cidade;Comercial
Horizon Telecom;Troca de Tecnologia;Sumaré;20269281482;30/12/2025 14:34:57;Cancelado;03/01/2026 18:34:57;OLT-HUAWEI-2;Sumaré;Troca de Tecnologia;Preço Elevado;Financeiro
Conecta+;Troca de Tecnologia;Americana;20268962013;05/01/2026 10:20:21;Cancelado;09/01/2026 15:20:21;OLT-ZTE-8;Americana;Troca de Tecnologia;Preço Elevado;Comercial
FiberTech;Mudança de Endereço;Campinas;20269246109;28/12/2025 06:52:16;Cancelado;01/01/2026 10:52:16;OLT-HUAWEI-10;Campinas;Mudança de Endereço;Mudança de Cidade;Financeiro
Horizon Telecom;Instalação Nova;Paulínia;20266926878;09/02/2026 16:08:29;Cancelado;14/02/2026 04:08:29;OLT-NOKIA-7;Paulínia;Instalação Nova;Mudança de Cidade;Comercial
Conecta+;Reparo de Fibra;Paulínia;20264791285;24/01/2026 04:25:53;Cancelado;25/01/2026 13:25:53;OLT-NOKIA-5;Paulínia;Reparo de Fibra;Mudança de Cidade;Retenção
Horizon Telecom;Troca de Tecnologia;Campinas;20263480049;17/01/2026 17:23:03;Cancelado;20/01/2026 23:23:03;OLT-HUAWEI-8;Campinas;Troca de Tecnologia;Troca por Concorrente;Telemarketing
FiberTech;Troca de Tecnologia;Sumaré;20261102088;27/01/2026 13:27:39;Cancelado;31/01/2026 22:27:39;OLT-NOKIA-5;Sumaré;Troca de Tecnologia;Mudança de Cidade;Telemarketing
Horizon Telecom;Troca de Tecnologia;Americana;20267763609;11/01/2026 04:23:30;Cancelado;17/01/2026 12:23:30;OLT-NOKIA-3;Americana;Troca de Tecnologia;Troca por Concorrente;Retenção
Conecta+;Troca de Tecnologia;Hortolândia;20268196948;26/12/2025 20:29:01;Cancelado;02/01/2026 03:29:01;OLT-HUAWEI-10;Hortolândia;Troca de Tecnologia;Problemas Técnicos;Retenção
Horizon Telecom;Suporte Wi-Fi;Hortolândia;20267961634;11/02/2026 00:40:56;Cancelado;14/02/2026 03:40:56;OLT-HUAWEI-2;Hortolândia;Suporte Wi-Fi;Preço Elevado;Telemarketing
Conecta+;Reparo de Fibra;Americana;20269329774;03/01/2026 03:56:50;Cancelado;10/01/2026 13:56:50;OLT-NOKIA-6;Americana;Reparo de Fibra;Problemas Técnicos;Telemarketing
Conecta+;Reparo de Fibra;Sumaré;20262043693;05/01/2026 23:27:33;Cancelado;08/01/2026 05:27:33;OLT-ZTE-2;Sumaré;Reparo de Fibra;Troca por Concorrente;Comercial
FiberTech;Mudança de Endereço;Valinhos;20269064094;10/01/2026 12:53:49;Cancelado;15/01/2026 13:53:49;OLT-HUAWEI-7;Valinhos;Mudança de Endereço;Troca por Concorrente;Financeiro
Conecta+;Reparo de Fibra;Valinhos;20264504487;08/01/2026 22:46:53;Cancelado;14/01/2026 00:46:53;OLT-NOKIA-3;Valinhos;Reparo de Fibra;Mudança de Cidade;Retenção
FiberTech;Instalação Nova;Hortolândia;20269498784;01/01/2026 22:13:11;Cancelado;06/01/2026 08:13:11;OLT-NOKIA-4;Hortolândia;Instalação Nova;Troca por Concorrente;Comercial
Horizon Telecom;Reparo de Fibra;Valinhos;20262280464;07/01/2026 23:38:16;Cancelado;12/01/2026 04:38:16;OLT-NOKIA-8;Valinhos;Reparo de Fibra;Problemas Técnicos;Comercial
Horizon Telecom;Reparo de Fibra;Sumaré;20263950955;31/01/2026 04:40:27;Cancelado;02/02/2026 15:40:27;OLT-HUAWEI-6;Sumaré;Reparo de Fibra;Problemas Técnicos;Telemarketing
FiberTech;Troca de Tecnologia;Campinas;20268850103;13/01/2026 05:05:10;Cancelado;17/01/2026 06:05:10;OLT-NOKIA-5;Campinas;Troca de Tecnologia;Problemas Técnicos;Comercial
Horizon Telecom;Reparo de Fibra;Campinas;20264670773;08/01/2026 04:28:48;Cancelado;15/01/2026 07:28:48;OLT-HUAWEI-6;Campinas;Reparo de Fibra;Preço Elevado;Comercial
Conecta+;Suporte Wi-Fi;Sumaré;20266328093;29/12/2025 06:57:05;Cancelado;05/01/2026 08:57:05;OLT-NOKIA-1;Sumaré;Suporte Wi-Fi;Mudança de Cidade;Telemarketing
FiberTech;Mudança de Endereço;Americana;20262739600;06/02/2026 02:31:08;Cancelado;06/02/2026 12:31:08;OLT-ZTE-4;Americana;Mudança de Endereço;Troca por Concorrente;Comercial
Conecta+;Instalação Nova;Paulínia;20269071584;07/02/2026 19:38:04;Cancelado;09/02/2026 01:38:04;OLT-HUAWEI-2;Paulínia;Instalação Nova;Problemas Técnicos;Financeiro
Horizon Telecom;Instalação Nova;Sumaré;20261784738;11/01/2026 10:22:15;Cancelado;16/01/2026 15:22:15;OLT-NOKIA-3;Sumaré;Instalação Nova;Problemas Técnicos;Telemarketing
FiberTech;Instalação Nova;Americana;20263304496;29/12/2025 00:36:07;Cancelado;05/01/2026 09:36:07;OLT-ZTE-9;Americana;Instalação Nova;Troca por Concorrente;Comercial
Conecta+;Troca de Tecnologia;Sumaré;20262195597;13/01/2026 20:01:44;Cancelado;15/01/2026 20:01:44;OLT-ZTE-9;Sumaré;Troca de Tecnologia;Preço Elevado;Financeiro
Conecta+;Troca de Tecnologia;Paulínia;20269213008;02/01/2026 17:26:41;Cancelado;10/01/2026 00:26:41;OLT-ZTE-10;Paulínia;Troca de Tecnologia;Preço Elevado;Retenção
Conecta+;Instalação Nova;Sumaré;20269104617;30/12/2025 16:36:10;Cancelado;04/01/2026 18:36:10;OLT-NOKIA-1;Sumaré;Instalação Nova;Mudança de Cidade;Comercial
Horizon Telecom;Instalação Nova;Valinhos;20269398135;09/01/2026 01:26:20;Cancelado;10/01/2026 12:26:20;OLT-HUAWEI-10;Valinhos;Instalação Nova;Problemas Técnicos;Financeiro
FiberTech;Mudança de Endereço;Hortolândia;20268141358;06/02/2026 18:16:39;Cancelado;13/02/2026 05:16:39;OLT-ZTE-8;Hortolândia;Mudança de Endereço;Preço Elevado;Telemarketing
FiberTech;Troca de Tecnologia;Sumaré;20265106890;05/01/2026 23:11:37;Cancelado;11/01/2026 02:11:37;OLT-ZTE-1;Sumaré;Troca de Tecnologia;Problemas Técnicos;Telemarketing
FiberTech;Mudança de Endereço;Valinhos;20266622005;05/02/2026 05:25:50;Cancelado;11/02/2026 12:25:50;OLT-NOKIA-6;Valinhos;Mudança de Endereço;Problemas Técnicos;Comercial
FiberTech;Mudança de Endereço;Hortolândia;20264578195;13/02/2026 02:32:15;Cancelado;18/02/2026 12:32:15;OLT-NOKIA-4;Hortolândia;Mudança de Endereço;Mudança de Cidade;Financeiro
Conecta+;Mudança de Endereço;Valinhos;20269233104;08/02/2026 15:18:37;Cancelado;09/02/2026 19:18:37;OLT-HUAWEI-2;Valinhos;Mudança de Endereço;Mudança de Cidade;Telemarketing
Horizon Telecom;Mudança de Endereço;Campinas;20264193781;19/01/2026 21:40:47;Cancelado;20/01/2026 05:40:47;OLT-HUAWEI-3;Campinas;Mudança de Endereço;Troca por Concorrente;Retenção
Conecta+;Suporte Wi-Fi;Hortolândia;20264849629;06/01/2026 18:25:06;Cancelado;06/01/2026 23:25:06;OLT-NOKIA-5;Hortolândia;Suporte Wi-Fi;Mudança de Cidade;Comercial
Conecta+;Reparo de Fibra;Valinhos;20264034899;25/01/2026 00:44:56;Cancelado;25/01/2026 02:44:56;OLT-NOKIA-1;Valinhos;Reparo de Fibra;Troca por Concorrente;Comercial
Horizon Telecom;Suporte Wi-Fi;Campinas;20263833389;27/12/2025 22:08:39;Cancelado;04/01/2026 06:08:39;OLT-NOKIA-3;Campinas;Suporte Wi-Fi;Troca por Concorrente;Retenção
Horizon Telecom;Mudança de Endereço;Sumaré;20263120455;12/01/2026 17:10:52;Cancelado;19/01/2026 04:10:52;OLT-ZTE-1;Sumaré;Mudança de Endereço;Mudança de Cidade;Retenção
Conecta+;Reparo de Fibra;Americana;20262161801;22/01/2026 00:49:59;Cancelado;24/01/2026 03:49:59;OLT-ZTE-10;Americana;Reparo de Fibra;Mudança de Cidade;Comercial
FiberTech;Instalação Nova;Hortolândia;20263996532;20/01/2026 11:18:00;Cancelado;26/01/2026 17:18:00;OLT-ZTE-10;Hortolândia;Instalação Nova;Preço Elevado;Retenção
Horizon Telecom;Suporte Wi-Fi;Paulínia;20263389264;20/01/2026 16:20:14;Cancelado;21/01/2026 04:20:14;OLT-HUAWEI-6;Paulínia;Suporte Wi-Fi;Preço Elevado;Retenção
FiberTech;Troca de Tecnologia;Hortolândia;20261470351;29/12/2025 02:25:56;Cancelado;05/01/2026 11:25:56;OLT-ZTE-4;Hortolândia;Troca de Tecnologia;Problemas Técnicos;Telemarketing
FiberTech;Suporte Wi-Fi;Campinas;20269473122;14/01/2026 21:28:48;Cancelado;22/01/2026 03:28:48;OLT-NOKIA-7;Campinas;Suporte Wi-Fi;Problemas Técnicos;Telemarketing
Conecta+;Troca de Tecnologia;Hortolândia;20266157152;07/01/2026 04:40:01;Cancelado;12/01/2026 08:40:01;OLT-NOKIA-3;Hortolândia;Troca de Tecnologia;Mudança de Cidade;Financeiro
Conecta+;Mudança de Endereço;Hortolândia;20268644084;14/01/2026 13:53:34;Cancelado;14/01/2026 19:53:34;OLT-NOKIA-6;Hortolândia;Mudança de Endereço;Problemas Técnicos;Financeiro
Horizon Telecom;Troca de Tecnologia;Sumaré;20262041034;05/02/2026 16:31:30;Cancelado;10/02/2026 23:31:30;OLT-NOKIA-10;Sumaré;Troca de Tecnologia;Preço Elevado;Comercial
FiberTech;Instalação Nova;Hortolândia;20262737448;27/01/2026 05:19:49;Cancelado;02/02/2026 15:19:49;OLT-HUAWEI-8;Hortolândia;Instalação Nova;Preço Elevado;Comercial
FiberTech;Mudança de Endereço;Valinhos;20265061534;03/02/2026 21:18:28;Cancelado;06/02/2026 04:18:28;OLT-NOKIA-10;Valinhos;Mudança de Endereço;Preço Elevado;Comercial
FiberTech;Suporte Wi-Fi;Paulínia;20263695316;15/01/2026 00:01:49;Cancelado;17/01/2026 04:01:49;OLT-NOKIA-1;Paulínia;Suporte Wi-Fi;Problemas Técnicos;Comercial
Horizon Telecom;Mudança de Endereço;Campinas;20262978632;04/01/2026 15:33:09;Cancelado;05/01/2026 19:33:09;OLT-ZTE-10;Campinas;Mudança de Endereço;Preço Elevado;Comercial
Horizon Telecom;Instalação Nova;Valinhos;20267642952;31/12/2025 21:02:40;Cancelado;04/01/2026 03:02:40;OLT-ZTE-7;Valinhos;Instalação Nova;Problemas Técnicos;Comercial
FiberTech;Mudança de Endereço;Valinhos;20261636430;09/01/2026 07:11:08;Cancelado;16/01/2026 19:11:08;OLT-ZTE-7;Valinhos;Mudança de Endereço;Troca por Concorrente;Financeiro
Conecta+;Mudança de Endereço;Sumaré;20264001051;03/01/2026 23:18:46;Cancelado;10/01/2026 04:18:46;OLT-ZTE-6;Sumaré;Mudança de Endereço;Mudança de Cidade;Financeiro
FiberTech;Mudança de Endereço;Sumaré;20263311401;14/02/2026 06:03:55;Cancelado;15/02/2026 08:03:55;OLT-ZTE-8;Sumaré;Mudança de Endereço;Mudança de Cidade;Retenção
Conecta+;Troca de Tecnologia;Paulínia;20263119992;29/01/2026 00:05:09;Cancelado;03/02/2026 06:05:09;OLT-ZTE-2;Paulínia;Troca de Tecnologia;Problemas Técnicos;Comercial
Horizon Telecom;Reparo de Fibra;Americana;20261047012;20/01/2026 03:26:44;Cancelado;24/01/2026 15:26:44;OLT-NOKIA-6;Americana;Reparo de Fibra;Problemas Técnicos;Comercial
Conecta+;Reparo de Fibra;Valinhos;20269091911;03/02/2026 12:07:57;Cancelado;09/02/2026 20:07:57;OLT-NOKIA-7;Valinhos;Reparo de Fibra;Preço Elevado;Retenção
FiberTech;Reparo de Fibra;Americana;20267762018;13/01/2026 05:47:05;Cancelado;17/01/2026 08:47:05;OLT-HUAWEI-10;Americana;Reparo de Fibra;Preço Elevado;Financeiro
Horizon Telecom;Reparo de Fibra;Paulínia;20264649609;13/02/2026 19:36:20;Cancelado;13/02/2026 23:36:20;OLT-HUAWEI-5;Paulínia;Reparo de Fibra;Troca por Concorrente;Retenção
Horizon Telecom;Reparo de Fibra;Sumaré;20262903121;03/01/2026 20:11:38;Cancelado;04/01/2026 05:11:38;OLT-HUAWEI-2;Sumaré;Reparo de Fibra;Problemas Técnicos;Telemarketing
FiberTech;Reparo de Fibra;Hortolândia;20265584601;02/01/2026 11:50:53;Cancelado;05/01/2026 16:50:53;OLT-ZTE-2;Hortolândia;Reparo de Fibra;Mudança de Cidade;Telemarketing
Conecta+;Mudança de Endereço;Hortolândia;20266791545;04/01/2026 03:14:03;Cancelado;05/01/2026 08:14:03;OLT-HUAWEI-7;Hortolândia;Mudança de Endereço;Preço Elevado;Retenção
Conecta+;Reparo de Fibra;Americana;20269220349;29/01/2026 19:37:25;Cancelado;04/02/2026 21:37:25;OLT-NOKIA-4;Americana;Reparo de Fibra;Troca por Concorrente;Retenção
Conecta+;Suporte Wi-Fi;Hortolândia;20268639790;22/01/2026 03:05:07;Cancelado;24/01/2026 15:05:07;OLT-ZTE-1;Hortolândia;Suporte Wi-Fi;Problemas Técnicos;Telemarketing
Horizon Telecom;Instalação Nova;Americana;20263190327;27/12/2025 23:26:30;Cancelado;01/01/2026 08:26:30;OLT-NOKIA-1;Americana;Instalação Nova;Preço Elevado;Retenção
Horizon Telecom;Mudança de Endereço;Campinas;20266557055;07/02/2026 09:12:53;Cancelado;09/02/2026 14:12:53;OLT-ZTE-5;Campinas;Mudança de Endereço;Mudança de Cidade;Financeiro
Horizon Telecom;Suporte Wi-Fi;Hortolândia;20263749957;16/01/2026 15:53:38;Cancelado;20/01/2026 21:53:38;OLT-HUAWEI-4;Hortolândia;Suporte Wi-Fi;Preço Elevado;Retenção
FiberTech;Mudança de Endereço;Sumaré;20269337281;28/01/2026 06:01:00;Cancelado;30/01/2026 17:01:00;OLT-HUAWEI-8;Sumaré;Mudança de Endereço;Problemas Técnicos;Financeiro
FiberTech;Reparo de Fibra;Americana;20261657555;25/01/2026 00:41:35;Cancelado;27/01/2026 08:41:35;OLT-HUAWEI-4;Americana;Reparo de Fibra;Preço Elevado;Comercial
FiberTech;Instalação Nova;Paulínia;20261525501;03/01/2026 09:44:44;Cancelado;08/01/2026 12:44:44;OLT-NOKIA-6;Paulínia;Instalação Nova;Mudança de Cidade;Retenção
Conecta+;Mudança de Endereço;Hortolândia;20266243319;05/02/2026 09:37:41;Cancelado;09/02/2026 18:37:41;OLT-ZTE-4;Hortolândia;Mudança de Endereço;Mudança de Cidade;Retenção
