empresa;descrição;cidade;protocolo;created_at;Nome do Técnico;status_os;data_encerramento_prot;OLT;Regional;Motivo
FiberTech;Reparo de Fibra;Hortolândia;20268853886;17/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;18/02/2026 18:50:03;OLT-NOKIA-6;Hortolândia;Reparo de Fibra
FiberTech;Suporte Wi-Fi;Valinhos;20268228074;05/01/2026 21:50:03;Ana Souza;Finalizado;05/01/2026 22:50:03;OLT-HUAWEI-3;Valinhos;Suporte Wi-Fi
Horizon Telecom;Suporte Wi-Fi;Americana;20261114692;12/01/2026 21:50:03;Carlos Santos;Finalizado;13/01/2026 00:50:03;OLT-ZTE-4;Americana;Suporte Wi-Fi
Horizon Telecom;Instalação Nova;Sumaré;20263705820;03/02/2026 21:50:03;Ana Souza;Finalizado;04/02/2026 15:50:03;OLT-ZTE-8;Sumaré;Instalação Nova
Horizon Telecom;Instalação Nova;Paulínia;20266612763;26/01/2026 21:50:03;Ana Souza;Finalizado;27/01/2026 05:50:03;OLT-HUAWEI-9;Paulínia;Instalação Nova
Horizon Telecom;Mudança de Endereço;Valinhos;20268746951;02/02/2026 21:50:03;João Silva;Finalizado;03/02/2026 03:50:03;OLT-ZTE-8;Valinhos;Mudança de Endereço
Horizon Telecom;Reparo de Fibra;Americana;20262756389;28/01/2026 21:50:03;Maria Oliveira;Finalizado;29/01/2026 05:50:03;OLT-NOKIA-8;Americana;Reparo de Fibra
FiberTech;Suporte Wi-Fi;Campinas;20261126045;05/01/2026 21:50:03;Carlos Santos;Finalizado;06/01/2026 18:50:03;OLT-HUAWEI-10;Campinas;Suporte Wi-Fi
Horizon Telecom;Mudança de Endereço;Sumaré;20268058034;16/01/2026 21:50:03;Carlos Santos;Finalizado;17/01/2026 05:50:03;OLT-HUAWEI-3;Sumaré;Mudança de Endereço
Horizon Telecom;Reparo de Fibra;Sumaré;20265816175;14/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;15/01/2026 10:50:03;OLT-ZTE-1;Sumaré;Reparo de Fibra
Horizon Telecom;Reparo de Fibra;Americana;20262345880;31/01/2026 21:50:03;Maria Oliveira;Finalizado;01/02/2026 10:50:03;OLT-NOKIA-2;Americana;Reparo de Fibra
FiberTech;Mudança de Endereço;Americana;20263956089;23/01/2026 21:50:03;Ana Souza;Finalizado;23/01/2026 23:50:03;OLT-NOKIA-5;Americana;Mudança de Endereço
Conecta+;Suporte Wi-Fi;Campinas;20265525652;03/02/2026 21:50:03;Carlos Santos;Finalizado;04/02/2026 15:50:03;OLT-NOKIA-7;Campinas;Suporte Wi-Fi
Horizon Telecom;Suporte Wi-Fi;Campinas;20261377717;16/02/2026 21:50:03;Ana Souza;Finalizado;17/02/2026 17:50:03;OLT-ZTE-10;Campinas;Suporte Wi-Fi
Conecta+;Mudança de Endereço;Paulínia;20269169898;23/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;24/01/2026 10:50:03;OLT-ZTE-5;Paulínia;Mudança de Endereço
Conecta+;Suporte Wi-Fi;Sumaré;20265769379;12/01/2026 21:50:03;Carlos Santos;Finalizado;13/01/2026 05:50:03;OLT-NOKIA-9;Sumaré;Suporte Wi-Fi
FiberTech;Suporte Wi-Fi;Campinas;20268518055;17/02/2026 21:50:03;Carlos Santos;Finalizado;18/02/2026 10:50:03;OLT-HUAWEI-10;Campinas;Suporte Wi-Fi
Conecta+;Mudança de Endereço;Campinas;20267395792;27/01/2026 21:50:03;Carlos Santos;Finalizado;28/01/2026 12:50:03;OLT-NOKIA-1;Campinas;Mudança de Endereço
Horizon Telecom;Instalação Nova;Campinas;20261710449;13/01/2026 21:50:03;Ana Souza;Finalizado;14/01/2026 11:50:03;OLT-NOKIA-6;Campinas;Instalação Nova
Horizon Telecom;Troca de Tecnologia;Valinhos;20267659103;12/02/2026 21:50:03;Carlos Santos;Finalizado;13/02/2026 01:50:03;OLT-ZTE-4;Valinhos;Troca de Tecnologia
Conecta+;Suporte Wi-Fi;Americana;20261704062;07/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;08/01/2026 04:50:03;OLT-ZTE-2;Americana;Suporte Wi-Fi
FiberTech;Troca de Tecnologia;Americana;20265206428;13/01/2026 21:50:03;Carlos Santos;Finalizado;14/01/2026 20:50:03;OLT-ZTE-6;Americana;Troca de Tecnologia
Horizon Telecom;Instalação Nova;Valinhos;20266435441;26/01/2026 21:50:03;Ana Souza;Finalizado;27/01/2026 03:50:03;OLT-HUAWEI-10;Valinhos;Instalação Nova
Conecta+;Mudança de Endereço;Hortolândia;20268803794;14/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;15/02/2026 00:50:03;OLT-ZTE-6;Hortolândia;Mudança de Endereço
Horizon Telecom;Troca de Tecnologia;Campinas;20262515181;01/02/2026 21:50:03;Ana Souza;Finalizado;01/02/2026 22:50:03;OLT-ZTE-7;Campinas;Troca de Tecnologia
Conecta+;Mudança de Endereço;Campinas;20265224666;24/01/2026 21:50:03;Maria Oliveira;Finalizado;25/01/2026 03:50:03;OLT-NOKIA-4;Campinas;Mudança de Endereço
Conecta+;Mudança de Endereço;Valinhos;20261276448;18/01/2026 21:50:03;Maria Oliveira;Finalizado;19/01/2026 09:50:03;OLT-HUAWEI-6;Valinhos;Mudança de Endereço
Conecta+;Reparo de Fibra;Hortolândia;20265399446;14/01/2026 21:50:03;Ana Souza;Finalizado;15/01/2026 02:50:03;OLT-ZTE-8;Hortolândia;Reparo de Fibra
FiberTech;Suporte Wi-Fi;Paulínia;20268551022;10/01/2026 21:50:03;Carlos Santos;Finalizado;11/01/2026 20:50:03;OLT-ZTE-8;Paulínia;Suporte Wi-Fi
Horizon Telecom;Mudança de Endereço;Paulínia;20267970541;04/02/2026 21:50:03;Carlos Santos;Finalizado;05/02/2026 02:50:03;OLT-NOKIA-1;Paulínia;Mudança de Endereço
Conecta+;Instalação Nova;Valinhos;20266714149;07/01/2026 21:50:03;Carlos Santos;Finalizado;07/01/2026 23:50:03;OLT-NOKIA-9;Valinhos;Instalação Nova
Horizon Telecom;Reparo de Fibra;Campinas;20264447095;19/01/2026 21:50:03;João Silva;Finalizado;20/01/2026 00:50:03;OLT-HUAWEI-3;Campinas;Reparo de Fibra
Horizon Telecom;Troca de Tecnologia;Campinas;20269517223;05/02/2026 21:50:03;Carlos Santos;Finalizado;06/02/2026 09:50:03;OLT-NOKIA-10;Campinas;Troca de Tecnologia
FiberTech;Troca de Tecnologia;Campinas;20262829122;08/02/2026 21:50:03;Ana Souza;Finalizado;09/02/2026 14:50:03;OLT-NOKIA-5;Campinas;Troca de Tecnologia
Conecta+;Reparo de Fibra;Sumaré;20264725170;22/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;23/01/2026 12:50:03;OLT-ZTE-4;Sumaré;Reparo de Fibra
FiberTech;Instalação Nova;Hortolândia;20262492046;14/01/2026 21:50:03;João Silva;Finalizado;15/01/2026 20:50:03;OLT-ZTE-9;Hortolândia;Instalação Nova
Horizon Telecom;Suporte Wi-Fi;Americana;20265297043;27/01/2026 21:50:03;Ana Souza;Finalizado;28/01/2026 06:50:03;OLT-ZTE-5;Americana;Suporte Wi-Fi
Horizon Telecom;Reparo de Fibra;Hortolândia;20267474232;04/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;05/02/2026 09:50:03;OLT-HUAWEI-9;Hortolândia;Reparo de Fibra
Conecta+;Reparo de Fibra;Paulínia;20265776875;28/01/2026 21:50:03;Maria Oliveira;Finalizado;29/01/2026 06:50:03;OLT-ZTE-3;Paulínia;Reparo de Fibra
Horizon Telecom;Troca de Tecnologia;Sumaré;20269648606;07/01/2026 21:50:03;Carlos Santos;Finalizado;08/01/2026 07:50:03;OLT-ZTE-9;Sumaré;Troca de Tecnologia
FiberTech;Reparo de Fibra;Valinhos;20266642890;13/02/2026 21:50:03;Ana Souza;Finalizado;14/02/2026 01:50:03;OLT-HUAWEI-6;Valinhos;Reparo de Fibra
Conecta+;Suporte Wi-Fi;Paulínia;20266315106;15/02/2026 21:50:03;Maria Oliveira;Finalizado;16/02/2026 15:50:03;OLT-NOKIA-10;Paulínia;Suporte Wi-Fi
FiberTech;Mudança de Endereço;Hortolândia;20267472843;04/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;05/01/2026 21:50:03;OLT-ZTE-1;Hortolândia;Mudança de Endereço
Horizon Telecom;Suporte Wi-Fi;Hortolândia;20261536078;09/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;10/01/2026 21:50:03;OLT-HUAWEI-10;Hortolândia;Suporte Wi-Fi
Horizon Telecom;Instalação Nova;Sumaré;20268804578;22/01/2026 21:50:03;Maria Oliveira;Finalizado;23/01/2026 04:50:03;OLT-NOKIA-10;Sumaré;Instalação Nova
FiberTech;Troca de Tecnologia;Sumaré;20267216221;03/02/2026 21:50:03;Carlos Santos;Finalizado;04/02/2026 08:50:03;OLT-NOKIA-9;Sumaré;Troca de Tecnologia
Horizon Telecom;Mudança de Endereço;Hortolândia;20264808961;07/02/2026 21:50:03;Carlos Santos;Finalizado;08/02/2026 02:50:03;OLT-NOKIA-10;Hortolândia;Mudança de Endereço
Conecta+;Mudança de Endereço;Campinas;20263207731;15/01/2026 21:50:03;Carlos Santos;Finalizado;16/01/2026 10:50:03;OLT-NOKIA-10;Campinas;Mudança de Endereço
Horizon Telecom;Mudança de Endereço;Sumaré;20269736527;09/01/2026 21:50:03;Ana Souza;Finalizado;09/01/2026 23:50:03;OLT-NOKIA-2;Sumaré;Mudança de Endereço
Conecta+;Suporte Wi-Fi;Sumaré;20268122198;11/02/2026 21:50:03;Ana Souza;Finalizado;12/02/2026 03:50:03;OLT-ZTE-1;Sumaré;Suporte Wi-Fi
Conecta+;Troca de Tecnologia;Americana;20267613873;06/02/2026 21:50:03;Carlos Santos;Finalizado;07/02/2026 20:50:03;OLT-NOKIA-8;Americana;Troca de Tecnologia
FiberTech;Suporte Wi-Fi;Campinas;20262103805;16/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;17/01/2026 17:50:03;OLT-NOKIA-6;Campinas;Suporte Wi-Fi
FiberTech;Troca de Tecnologia;Americana;20266980809;13/02/2026 21:50:03;João Silva;Finalizado;14/02/2026 12:50:03;OLT-ZTE-9;Americana;Troca de Tecnologia
Horizon Telecom;Reparo de Fibra;Sumaré;20261030324;08/02/2026 21:50:03;Ana Souza;Finalizado;09/02/2026 13:50:03;OLT-HUAWEI-3;Sumaré;Reparo de Fibra
Conecta+;Troca de Tecnologia;Paulínia;20267665200;16/02/2026 21:50:03;João Silva;Finalizado;17/02/2026 19:50:03;OLT-ZTE-5;Paulínia;Troca de Tecnologia
Horizon Telecom;Suporte Wi-Fi;Paulínia;20261930488;07/02/2026 21:50:03;João Silva;Finalizado;08/02/2026 11:50:03;OLT-ZTE-6;Paulínia;Suporte Wi-Fi
Conecta+;Reparo de Fibra;Americana;20267657603;07/02/2026 21:50:03;Ana Souza;Finalizado;08/02/2026 07:50:03;OLT-ZTE-8;Americana;Reparo de Fibra
Horizon Telecom;Reparo de Fibra;Valinhos;20266855521;12/01/2026 21:50:03;Ana Souza;Finalizado;13/01/2026 03:50:03;OLT-HUAWEI-3;Valinhos;Reparo de Fibra
Horizon Telecom;Suporte Wi-Fi;Paulínia;20268320977;12/02/2026 21:50:03;Carlos Santos;Finalizado;13/02/2026 01:50:03;OLT-HUAWEI-7;Paulínia;Suporte Wi-Fi
Conecta+;Troca de Tecnologia;Valinhos;20265328815;10/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;11/02/2026 19:50:03;OLT-NOKIA-3;Valinhos;Troca de Tecnologia
Conecta+;Reparo de Fibra;Hortolândia;20263745101;08/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;09/02/2026 17:50:03;OLT-HUAWEI-6;Hortolândia;Reparo de Fibra
Horizon Telecom;Mudança de Endereço;Sumaré;20268713595;08/01/2026 21:50:03;Carlos Santos;Finalizado;09/01/2026 20:50:03;OLT-HUAWEI-9;Sumaré;Mudança de Endereço
FiberTech;Instalação Nova;Hortolândia;20263667592;17/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;18/02/2026 04:50:03;OLT-HUAWEI-7;Hortolândia;Instalação Nova
Conecta+;Suporte Wi-Fi;Hortolândia;20265782271;19/01/2026 21:50:03;Carlos Santos;Finalizado;20/01/2026 03:50:03;OLT-ZTE-8;Hortolândia;Suporte Wi-Fi
Conecta+;Troca de Tecnologia;Valinhos;20264492298;30/01/2026 21:50:03;João Silva;Finalizado;31/01/2026 02:50:03;OLT-ZTE-3;Valinhos;Troca de Tecnologia
Horizon Telecom;Suporte Wi-Fi;Paulínia;20262611506;05/01/2026 21:50:03;Carlos Santos;Finalizado;06/01/2026 18:50:03;OLT-ZTE-9;Paulínia;Suporte Wi-Fi
Horizon Telecom;Reparo de Fibra;Valinhos;20262813008;15/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;16/02/2026 01:50:03;OLT-HUAWEI-5;Valinhos;Reparo de Fibra
FiberTech;Mudança de Endereço;Americana;20263320795;17/02/2026 21:50:03;Ana Souza;Finalizado;18/02/2026 00:50:03;OLT-ZTE-3;Americana;Mudança de Endereço
Horizon Telecom;Reparo de Fibra;Campinas;20264562906;20/01/2026 21:50:03;Carlos Santos;Finalizado;21/01/2026 15:50:03;OLT-HUAWEI-2;Campinas;Reparo de Fibra
Conecta+;Mudança de Endereço;Hortolândia;20262038154;29/01/2026 21:50:03;Carlos Santos;Finalizado;30/01/2026 18:50:03;OLT-NOKIA-8;Hortolândia;Mudança de Endereço
Conecta+;Troca de Tecnologia;Americana;20264913166;16/02/2026 21:50:03;João Silva;Finalizado;17/02/2026 12:50:03;OLT-ZTE-10;Americana;Troca de Tecnologia
Conecta+;Reparo de Fibra;Paulínia;20266309458;16/01/2026 21:50:03;Carlos Santos;Finalizado;17/01/2026 18:50:03;OLT-NOKIA-8;Paulínia;Reparo de Fibra
Conecta+;Instalação Nova;Valinhos;20266335596;17/01/2026 21:50:03;João Silva;Finalizado;18/01/2026 12:50:03;OLT-NOKIA-1;Valinhos;Instalação Nova
Horizon Telecom;Mudança de Endereço;Hortolândia;20265582447;20/01/2026 21:50:03;Maria Oliveira;Finalizado;21/01/2026 09:50:03;OLT-HUAWEI-6;Hortolândia;Mudança de Endereço
FiberTech;Suporte Wi-Fi;Valinhos;20266048126;16/01/2026 21:50:03;Maria Oliveira;Finalizado;17/01/2026 19:50:03;OLT-ZTE-1;Valinhos;Suporte Wi-Fi
FiberTech;Suporte Wi-Fi;Paulínia;20261880045;11/02/2026 21:50:03;Maria Oliveira;Finalizado;12/02/2026 09:50:03;OLT-HUAWEI-5;Paulínia;Suporte Wi-Fi
Horizon Telecom;Mudança de Endereço;Sumaré;20262779708;27/01/2026 21:50:03;João Silva;Finalizado;28/01/2026 19:50:03;OLT-NOKIA-5;Sumaré;Mudança de Endereço
Horizon Telecom;Troca de Tecnologia;Sumaré;20267654258;14/02/2026 21:50:03;Carlos Santos;Finalizado;15/02/2026 13:50:03;OLT-NOKIA-7;Sumaré;Troca de Tecnologia
Horizon Telecom;Suporte Wi-Fi;Campinas;20263639757;19/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;20/01/2026 01:50:03;OLT-HUAWEI-2;Campinas;Suporte Wi-Fi
FiberTech;Mudança de Endereço;Valinhos;20269386107;06/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;06/02/2026 22:50:03;OLT-HUAWEI-5;Valinhos;Mudança de Endereço
FiberTech;Troca de Tecnologia;Americana;20265287250;18/01/2026 21:50:03;Ana Souza;Finalizado;18/01/2026 23:50:03;OLT-ZTE-4;Americana;Troca de Tecnologia
Horizon Telecom;Suporte Wi-Fi;Paulínia;20262549190;07/02/2026 21:50:03;João Silva;Finalizado;08/02/2026 06:50:03;OLT-ZTE-3;Paulínia;Suporte Wi-Fi
Conecta+;Reparo de Fibra;Campinas;20266317899;15/02/2026 21:50:03;Maria Oliveira;Finalizado;16/02/2026 21:50:03;OLT-NOKIA-9;Campinas;Reparo de Fibra
FiberTech;Reparo de Fibra;Campinas;20263498950;05/01/2026 21:50:03;João Silva;Finalizado;06/01/2026 10:50:03;OLT-NOKIA-6;Campinas;Reparo de Fibra
FiberTech;Instalação Nova;Hortolândia;20269603430;06/01/2026 21:50:03;Maria Oliveira;Finalizado;07/01/2026 21:50:03;OLT-HUAWEI-8;Hortolândia;Instalação Nova
Horizon Telecom;Suporte Wi-Fi;Hortolândia;20264840080;07/02/2026 21:50:03;Carlos Santos;Finalizado;08/02/2026 06:50:03;OLT-NOKIA-3;Hortolândia;Suporte Wi-Fi
FiberTech;Troca de Tecnologia;Sumaré;20264601052;22/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;23/01/2026 10:50:03;OLT-ZTE-3;Sumaré;Troca de Tecnologia
Conecta+;Mudança de Endereço;Hortolândia;20267990791;09/02/2026 21:50:03;João Silva;Finalizado;10/02/2026 19:50:03;OLT-ZTE-1;Hortolândia;Mudança de Endereço
FiberTech;Troca de Tecnologia;Americana;20261014731;17/02/2026 21:50:03;Maria Oliveira;Finalizado;18/02/2026 21:50:03;OLT-HUAWEI-9;Americana;Troca de Tecnologia
Conecta+;Reparo de Fibra;Paulínia;20262039330;20/01/2026 21:50:03;João Silva;Finalizado;21/01/2026 09:50:03;OLT-HUAWEI-8;Paulínia;Reparo de Fibra
Horizon Telecom;Reparo de Fibra;Paulínia;20267382195;11/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;12/01/2026 00:50:03;OLT-ZTE-1;Paulínia;Reparo de Fibra
Horizon Telecom;Troca de Tecnologia;Campinas;20266686402;25/01/2026 21:50:03;João Silva;Finalizado;26/01/2026 13:50:03;OLT-HUAWEI-8;Campinas;Troca de Tecnologia
Horizon Telecom;Reparo de Fibra;Valinhos;20269771453;07/02/2026 21:50:03;João Silva;Finalizado;07/02/2026 22:50:03;OLT-NOKIA-3;Valinhos;Reparo de Fibra
FiberTech;Mudança de Endereço;Sumaré;20269656962;05/02/2026 21:50:03;Ana Souza;Finalizado;06/02/2026 19:50:03;OLT-HUAWEI-1;Sumaré;Mudança de Endereço
Horizon Telecom;Troca de Tecnologia;Paulínia;20268875019;14/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;15/02/2026 06:50:03;OLT-HUAWEI-7;Paulínia;Troca de Tecnologia
Conecta+;Reparo de Fibra;Americana;20264363489;06/01/2026 21:50:03;Maria Oliveira;Finalizado;06/01/2026 22:50:03;OLT-ZTE-1;Americana;Reparo de Fibra
FiberTech;Troca de Tecnologia;Hortolândia;20264090931;17/02/2026 21:50:03;João Silva;Finalizado;18/02/2026 19:50:03;OLT-ZTE-6;Hortolândia;Troca de Tecnologia
Conecta+;Suporte Wi-Fi;Hortolândia;20264150517;26/01/2026 21:50:03;João Silva;Finalizado;27/01/2026 13:50:03;OLT-ZTE-5;Hortolândia;Suporte Wi-Fi
Horizon Telecom;Troca de Tecnologia;Campinas;20266225844;22/01/2026 21:50:03;Carlos Santos;Finalizado;23/01/2026 18:50:03;OLT-ZTE-8;Campinas;Troca de Tecnologia
Horizon Telecom;Troca de Tecnologia;Americana;20268483098;04/01/2026 21:50:03;Ana Souza;Finalizado;05/01/2026 19:50:03;OLT-NOKIA-8;Americana;Troca de Tecnologia
FiberTech;Troca de Tecnologia;Hortolândia;20261800965;01/02/2026 21:50:03;João Silva;Finalizado;02/02/2026 00:50:03;OLT-ZTE-4;Hortolândia;Troca de Tecnologia
Conecta+;Troca de Tecnologia;Paulínia;20265010156;08/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;09/01/2026 00:50:03;OLT-HUAWEI-3;Paulínia;Troca de Tecnologia
Conecta+;Troca de Tecnologia;Campinas;20261817268;21/01/2026 21:50:03;Ana Souza;Finalizado;22/01/2026 09:50:03;OLT-HUAWEI-10;Campinas;Troca de Tecnologia
FiberTech;Suporte Wi-Fi;Valinhos;20262078524;26/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;27/01/2026 14:50:03;OLT-HUAWEI-7;Valinhos;Suporte Wi-Fi
Conecta+;Mudança de Endereço;Paulínia;20264715658;23/01/2026 21:50:03;João Silva;Finalizado;23/01/2026 23:50:03;OLT-NOKIA-4;Paulínia;Mudança de Endereço
FiberTech;Suporte Wi-Fi;Hortolândia;20262653557;18/01/2026 21:50:03;Carlos Santos;Finalizado;19/01/2026 07:50:03;OLT-ZTE-6;Hortolândia;Suporte Wi-Fi
Conecta+;Instalação Nova;Hortolândia;20263381639;07/02/2026 21:50:03;Ana Souza;Finalizado;08/02/2026 01:50:03;OLT-ZTE-10;Hortolândia;Instalação Nova
Conecta+;Troca de Tecnologia;Campinas;20261222475;20/01/2026 21:50:03;João Silva;Finalizado;21/01/2026 01:50:03;OLT-NOKIA-1;Campinas;Troca de Tecnologia
FiberTech;Mudança de Endereço;Americana;20266391682;09/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;10/01/2026 18:50:03;OLT-NOKIA-8;Americana;Mudança de Endereço
FiberTech;Suporte Wi-Fi;Hortolândia;20262615657;06/01/2026 21:50:03;Carlos Santos;Finalizado;07/01/2026 08:50:03;OLT-ZTE-6;Hortolândia;Suporte Wi-Fi
Horizon Telecom;Troca de Tecnologia;Valinhos;20267408066;07/01/2026 21:50:03;Maria Oliveira;Finalizado;07/01/2026 23:50:03;OLT-NOKIA-8;Valinhos;Troca de Tecnologia
Conecta+;Suporte Wi-Fi;Paulínia;20264033774;02/02/2026 21:50:03;Ana Souza;Finalizado;03/02/2026 03:50:03;OLT-HUAWEI-6;Paulínia;Suporte Wi-Fi
FiberTech;Instalação Nova;Sumaré;20261873206;17/01/2026 21:50:03;Ana Souza;Finalizado;18/01/2026 04:50:03;OLT-NOKIA-8;Sumaré;Instalação Nova
Conecta+;Reparo de Fibra;Sumaré;20268039944;24/01/2026 21:50:03;João Silva;Finalizado;25/01/2026 03:50:03;OLT-HUAWEI-8;Sumaré;Reparo de Fibra
Horizon Telecom;Mudança de Endereço;Paulínia;20265861008;02/02/2026 21:50:03;João Silva;Finalizado;03/02/2026 09:50:03;OLT-ZTE-10;Paulínia;Mudança de Endereço
Conecta+;Suporte Wi-Fi;Campinas;20267320021;26/01/2026 21:50:03;Maria Oliveira;Finalizado;27/01/2026 21:50:03;OLT-NOKIA-8;Campinas;Suporte Wi-Fi
Conecta+;Instalação Nova;Hortolândia;20263812584;04/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;05/01/2026 12:50:03;OLT-HUAWEI-4;Hortolândia;Instalação Nova
Horizon Telecom;Suporte Wi-Fi;Americana;20264255093;12/01/2026 21:50:03;Carlos Santos;Finalizado;13/01/2026 16:50:03;OLT-NOKIA-9;Americana;Suporte Wi-Fi
Conecta+;Reparo de Fibra;Hortolândia;20267364320;18/01/2026 21:50:03;Carlos Santos;Finalizado;19/01/2026 14:50:03;OLT-ZTE-9;Hortolândia;Reparo de Fibra
Horizon Telecom;Troca de Tecnologia;Valinhos;20266440215;04/01/2026 21:50:03;Maria Oliveira;Finalizado;04/01/2026 23:50:03;OLT-ZTE-9;Valinhos;Troca de Tecnologia
Conecta+;Mudança de Endereço;Americana;20269286717;03/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;03/02/2026 23:50:03;OLT-ZTE-5;Americana;Mudança de Endereço
Horizon Telecom;Reparo de Fibra;Campinas;20267771408;06/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;07/01/2026 15:50:03;OLT-ZTE-3;Campinas;Reparo de Fibra
Horizon Telecom;Instalação Nova;Hortolândia;20262273981;11/01/2026 21:50:03;Carlos Santos;Finalizado;12/01/2026 02:50:03;OLT-HUAWEI-4;Hortolândia;Instalação Nova
Horizon Telecom;Troca de Tecnologia;Hortolândia;20266973669;19/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;20/01/2026 15:50:03;OLT-ZTE-4;Hortolândia;Troca de Tecnologia
Horizon Telecom;Suporte Wi-Fi;Campinas;20264594956;15/02/2026 21:50:03;Carlos Santos;Finalizado;16/02/2026 13:50:03;OLT-ZTE-2;Campinas;Suporte Wi-Fi
Horizon Telecom;Suporte Wi-Fi;Sumaré;20266552466;09/01/2026 21:50:03;Maria Oliveira;Finalizado;10/01/2026 05:50:03;OLT-NOKIA-2;Sumaré;Suporte Wi-Fi
FiberTech;Troca de Tecnologia;Campinas;20263566718;09/02/2026 21:50:03;Maria Oliveira;Finalizado;10/02/2026 19:50:03;OLT-NOKIA-4;Campinas;Troca de Tecnologia
Conecta+;Instalação Nova;Americana;20268182764;08/02/2026 21:50:03;Carlos Santos;Finalizado;09/02/2026 15:50:03;OLT-ZTE-3;Americana;Instalação Nova
Conecta+;Instalação Nova;Campinas;20267522727;24/01/2026 21:50:03;Maria Oliveira;Finalizado;25/01/2026 03:50:03;OLT-ZTE-9;Campinas;Instalação Nova
Horizon Telecom;Troca de Tecnologia;Campinas;20263878500;17/02/2026 21:50:03;Carlos Santos;Finalizado;18/02/2026 19:50:03;OLT-NOKIA-10;Campinas;Troca de Tecnologia
Conecta+;Troca de Tecnologia;Paulínia;20263076608;25/01/2026 21:50:03;Carlos Santos;Finalizado;26/01/2026 06:50:03;OLT-ZTE-7;Paulínia;Troca de Tecnologia
Conecta+;Mudança de Endereço;Americana;20266825526;17/02/2026 21:50:03;Carlos Santos;Finalizado;18/02/2026 13:50:03;OLT-HUAWEI-5;Americana;Mudança de Endereço
Horizon Telecom;Reparo de Fibra;Valinhos;20265907175;05/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;06/01/2026 14:50:03;OLT-HUAWEI-6;Valinhos;Reparo de Fibra
Horizon Telecom;Suporte Wi-Fi;Americana;20261383707;16/02/2026 21:50:03;Ana Souza;Finalizado;17/02/2026 15:50:03;OLT-NOKIA-7;Americana;Suporte Wi-Fi
Conecta+;Instalação Nova;Hortolândia;20267271193;01/02/2026 21:50:03;Maria Oliveira;Finalizado;02/02/2026 12:50:03;OLT-NOKIA-3;Hortolândia;Instalação Nova
Horizon Telecom;Mudança de Endereço;Valinhos;20268040395;17/01/2026 21:50:03;Carlos Santos;Finalizado;18/01/2026 21:50:03;OLT-NOKIA-5;Valinhos;Mudança de Endereço
Conecta+;Suporte Wi-Fi;Americana;20261356932;26/01/2026 21:50:03;Carlos Santos;Finalizado;27/01/2026 08:50:03;OLT-HUAWEI-10;Americana;Suporte Wi-Fi
FiberTech;Troca de Tecnologia;Hortolândia;20268362633;03/02/2026 21:50:03;Maria Oliveira;Finalizado;04/02/2026 00:50:03;OLT-ZTE-1;Hortolândia;Troca de Tecnologia
Horizon Telecom;Suporte Wi-Fi;Campinas;20269681956;06/02/2026 21:50:03;Ana Souza;Finalizado;07/02/2026 02:50:03;OLT-NOKIA-1;Campinas;Suporte Wi-Fi
Horizon Telecom;Instalação Nova;Americana;20268830821;19/01/2026 21:50:03;Carlos Santos;Finalizado;20/01/2026 20:50:03;OLT-NOKIA-6;Americana;Instalação Nova
FiberTech;Suporte Wi-Fi;Paulínia;20263674241;22/01/2026 21:50:03;Maria Oliveira;Finalizado;23/01/2026 21:50:03;OLT-ZTE-8;Paulínia;Suporte Wi-Fi
FiberTech;Mudança de Endereço;Valinhos;20264777537;10/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;11/02/2026 11:50:03;OLT-HUAWEI-3;Valinhos;Mudança de Endereço
FiberTech;Instalação Nova;Sumaré;20264146174;24/01/2026 21:50:03;Carlos Santos;Finalizado;25/01/2026 20:50:03;OLT-NOKIA-1;Sumaré;Instalação Nova
Horizon Telecom;Mudança de Endereço;Valinhos;20265324491;09/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;10/01/2026 04:50:03;OLT-HUAWEI-5;Valinhos;Mudança de Endereço
